Method,Mean,Std
Baseline,0.3145,0.0000
RCP,0.3341,0.0000
Bi-level,0.4503,0.0000
Bimodal+Random,0.3738,0.0000
Random+RL,0.4314,0.0000
GA+RL,0.4445,0.0000
Onion+Ra,0.3784,0.0000
Onion+RL,0.3372,0.0000
SOLO+Ra,0.3430,0.0000
SOLO+RL,0.2758,0.0000
ROMEN+Ra,0.3019,0.0000
ROMEN+RL,0.3252,0.0000
