x_val,y_val
0.0,1.0
0.01,4.200374531835205
0.02,3.7621722846441954
0.03,3.7367424242424248
0.04,3.7015325670498087
0.05,3.6887596899224815
0.06,3.2606589147286824
0.07,2.8046511627906967
0.08,2.366472868217055
0.09,1.9158914728682161
0.1,1.5220930232558143
0.11,1.505882352941177
0.12,1.490476190476191
0.13,1.4759036144578312
0.14,1.4436120789779325
0.15,1.427483833039388
0.16,1.4265773809523803
0.17,1.4294454490657018
0.18,1.434523809523809
0.19,1.4247990105132955
0.2,1.0784786641929498
0.21,1.0812656641604008
0.22,1.0796825396825394
0.23,1.0559845559845555
0.24,1.053326810176125
0.25,0.6588062622309199
0.26,0.6563822751322753
0.27,0.6574111334674715
0.28,0.6596598639455783
0.29,0.6607660455486543
0.3,0.6604341736694677
0.31,0.6541222459132907
0.32,0.6433261183261183
0.33,0.6094139194139196
0.34,0.6111235119047621
0.35,0.608125472411187
0.36,0.605030721966206
0.37,0.6034738485558159
0.38,0.6050793650793652
0.39,0.5722693032015064
0.4,0.5706691297208537
0.41,0.5736633249791142
0.42,0.5645620748299318
0.43,0.5359379509379507
0.44,0.539072604350382
0.45,0.5258460616951182
0.46,0.4855251052366435
0.47,0.48867265631971496
0.48,0.4905889665889665
0.49,0.4787189001474714
0.5,0.3004464285714285
0.51,0.2964462251696294
0.52,0.2980252838948491
0.53,0.28644700978034304
0.54,0.28137708251344606
0.55,0.2853367562669888
0.56,0.2400793650793651
0.5700000000000001,0.0
1.0,0.0
