x_val,y_val
0.0,1.0
0.01,2.1972245773362196
0.02,2.0794415416798357
0.03,1.945910149055313
0.04,1.945910149055313
0.05,1.7917594692280547
0.06,1.7917594692280547
0.07,1.7917594692280547
0.08,1.6094379124341005
0.09,1.6094379124341005
0.1,1.6094379124341005
0.11,1.6094379124341005
0.12,1.3862943611198906
0.13,1.3862943611198906
0.14,1.0986122886681096
0.15,1.0986122886681096
0.16,1.0986122886681096
0.17,1.0986122886681096
0.18,1.0986122886681096
0.19,1.0986122886681096
0.2,1.0986122886681096
0.21,1.0986122886681096
0.22,1.0986122886681096
0.23,1.0986122886681096
0.24,1.0986122886681096
0.25,1.0986122886681096
0.26,1.0986122886681096
0.27,1.0986122886681096
0.28,1.0986122886681096
0.29,1.0986122886681096
0.3,1.0986122886681096
0.31,1.0986122886681096
0.32,0.6931471805599453
0.33,0.6931471805599453
0.34,0.6931471805599453
0.35,0.6931471805599453
0.36,0.6931471805599453
0.37,0.6931471805599453
0.38,0.6931471805599453
0.39,0.6931471805599453
0.4,0.6931471805599453
0.41,0.6931471805599453
0.42,0.6931471805599453
0.43,0.6931471805599453
0.48,-0.0
0.49,-0.0
0.5,-0.0
0.51,-0.0
0.52,-0.0
0.53,-0.0
0.54,-0.0
0.55,-0.0
0.56,-0.0
0.57,-0.0
0.58,-0.0
0.59,-0.0
0.6,-0.0
0.61,-0.0
0.62,0.0
1.0,0.0
