x_val,y_val
0.0,1.0
0.01,0.8347011117784144
0.02,0.7981034820053451
0.03,0.7534030360583936
0.04,0.7534030360583936
0.05,0.6988057880877974
0.06,0.6321205588285588
0.07,0.6321205588285588
0.08,0.6321205588285588
0.09,0.6321205588285587
0.1,0.6321205588285587
0.11,0.6321205588285587
0.12,0.6321205588285587
0.13,0.6321205588285586
0.14,0.6321205588285586
0.15,0.6321205588285586
0.16,0.6321205588285586
0.17,0.6321205588285584
0.18,0.6321205588285584
0.19,0.6321205588285584
0.2,0.6321205588285584
0.21,0.6321205588285583
0.22,0.6321205588285583
0.23,0.6321205588285583
0.24,0.6321205588285582
0.25,0.6321205588285582
0.26,0.6321205588285582
0.27,0.6321205588285581
0.28,0.6321205588285581
0.29,0.6321205588285581
0.3,0.632120558828558
0.31,0.632120558828558
0.32,0.632120558828558
0.33,0.6321205588285579
0.34,0.6321205588285579
0.35,0.6321205588285578
0.36,0.6321205588285578
0.37,0.6321205588285577
0.38,0.6321205588285577
0.39,0.6321205588285576
0.4,0.6321205588285576
0.41,0.6321205588285574
0.42,0.6321205588285574
0.43,0.6321205588285573
0.44,0.6321205588285573
0.45,0.606835736475415
0.46,0.6063197196926978
0.47,0.5926130239017725
0.48,0.5917724380522664
0.49,0.6046370562707939
0.5,0.6040263117695103
0.53,0.5506710358827788
0.54,0.5506710358827788
0.55,0.5506710358827788
0.56,0.5506710358827788
0.57,0.5506710358827788
0.58,0.5071970067341384
0.59,0.5060220329733642
0.63,0.45118836390597383
0.64,0.43751598924215646
0.65,0.42298909116185046
0.66,0.39297051049875137
0.67,0.3910299153851773
0.68,0.40451370557087307
0.69,0.38673288334797756
0.7,0.40105632347197673
0.71,0.3297145736235962
0.72,0.3248556220123011
0.73,0.3383912729294803
0.74,0.3531039369698925
0.75,0.3691541159230694
0.82,0.32967995396436056
0.83,0.0
1.0,0.0
