Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL
0.09395973154362416,0.20134228187919462,0.2348993288590604,0.47651006711409394,0.5369127516778524,0.174496644295302,0.5100671140939598,0.4563758389261745,0.6845637583892618,0.8187919463087249
