Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL
0.05104670960767532,0.1129358137020855,0.162314445295257,0.23551702626007837,0.3553156389351831,0.1256187784334039,0.2637963605243007,0.2952440655826314,0.4095023872798523,0.44594218728886087
