Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.2421467998852295,0.5758889129721116,1.0633806435977107,0.7102574604020617,0.22543612056308324,,0.2421467998852295,,0.4976574785385601,0.21542500474717882,
