Method,Mean,Std
Baseline,0.0719,0.0000
RCP,0.6144,0.0000
Bi-level,0.7647,0.0000
Bimodal+Random,0.3791,0.0000
Random+RL,0.8954,0.0000
GA+RL,0.5294,0.0000
Onion+Ra,0.7516,0.0000
Onion+RL,0.7843,0.0000
SOLO+Ra,0.2810,0.0000
SOLO+RL,0.3791,0.0000
ROMEN+Ra,0.0719,0.0000
ROMEN+RL,0.6144,0.0000
