Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.7181208053691275,0.6040268456375839,0.5503355704697986,0.6845637583892618,0.7248322147651006,0.3959731543624161,0.4899328859060403,0.610738255033557,0.4161073825503356,0.6174496644295302,0.610738255033557,0.5570469798657718
