Method,Mean,Std
Baseline,0.3708,0.0000
RCP,0.3010,0.0000
Random,0.3546,0.0000
Hybrid,0.4121,0.0000
Bi-level,0.4189,0.0000
Bimodal+Random,0.2616,0.0000
Random+RL,0.3215,0.0000
GA+RL,0.3908,0.0000
Onion+Ra,0.2931,0.0000
Onion+RL,0.2736,0.0000
SOLO+Ra,0.3999,0.0000
SOLO+RL,0.3670,0.0000
