Baseline,RCP,Random,Hybrid,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL
0.3707620377460475,0.3009870501328769,0.35462418359533354,0.41214985811449933,0.41886223593531824,0.26158447817665875,0.32145910094139907,0.3908454799333363,0.2931213008423044,0.27355346606008735,0.3999307463627765,0.36697268141074724
