Method,Mean,Std
Baseline,0.4772,0.0000
RCP,0.4569,0.0000
Bi-level,0.7005,0.0000
Bimodal+Random,0.7716,0.0000
Random+RL,0.7614,0.0000
GA+RL,0.5584,0.0000
Onion+Ra,0.5939,0.0000
Onion+RL,0.5939,0.0000
SOLO+Ra,0.6091,0.0000
SOLO+RL,0.5431,0.0000
ROMEN+Ra,0.6599,0.0000
ROMEN+RL,0.5228,0.0000
