Method,Mean,Std
Baseline,0.2752,0.0000
RCP,0.6980,0.0000
Bi-level,0.8389,0.0000
Bimodal+Random,0.5906,0.0000
Random+RL,0.5369,0.0000
GA+RL,0.6980,0.0000
Onion+Ra,0.5906,0.0000
Onion+RL,0.5436,0.0000
SOLO+Ra,0.5772,0.0000
SOLO+RL,0.4765,0.0000
ROMEN+Ra,0.6174,0.0000
ROMEN+RL,0.3423,0.0000
