Method,Mean,Std
Baseline,0.3040,0.0480
RCP,1.0000,0.0000
Bi-level,1.0000,0.0000
Bimodal+Random,0.5680,0.0926
Random+RL,0.9960,0.0080
GA+RL,0.9120,0.1760
Onion+Ra,0.7680,0.0204
Onion+RL,0.8080,0.0993
SOLO+Ra,0.6160,0.1054
SOLO+RL,0.9440,0.1120
ROMEN+Ra,0.4800,0.1644
ROMEN+RL,1.0000,0.0000
BimodalRL,1.0000,0.0000
