Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.962358831900411,0.4553004259993827,0.8798479424137585,0.665736300805476,1.2918410690861697,1.0236638055943115,0.8377401244859258,0.3808433854136384,0.3808433854136384,0.9023913994295749,0.5534870608551499
