x_val,nn
0.0,1.0
0.002,0.998
0.004,0.996
0.006,0.992
0.01,0.99
0.012,0.986
0.014,0.984
0.016,0.982
0.018,0.98
0.02,0.976
0.022,0.974
0.024,0.972
0.026,0.97
0.028,0.968
0.03,0.962
0.032,0.96
0.034,0.958
0.036,0.952
0.05,0.948
0.052,0.946
0.054,0.944
0.056,0.938
0.058,0.936
0.06,0.93
0.062,0.928
0.064,0.924
0.066,0.922
0.068,0.918
0.07,0.914
0.072,0.912
0.074,0.91
0.076,0.908
0.092,0.904
0.094,0.902
0.096,0.9
0.098,0.896
0.1,0.894
0.102,0.89
0.104,0.888
0.106,0.886
0.108,0.884
0.11,0.88
0.112,0.876
0.114,0.872
0.116,0.87
0.118,0.866
0.12,0.864
0.122,0.862
0.124,0.858
0.126,0.85
0.128,0.848
0.13,0.846
0.132,0.842
0.154,0.84
0.156,0.836
0.158,0.832
0.16,0.824
0.162,0.822
0.174,0.818
0.176,0.812
0.178,0.804
0.18,0.8
0.182,0.796
0.202,0.79
0.204,0.788
0.206,0.784
0.212,0.78
0.214,0.778
0.216,0.776
0.218,0.774
0.22,0.762
0.222,0.758
0.224,0.756
0.226,0.752
0.228,0.748
0.23,0.744
0.232,0.742
0.234,0.732
0.236,0.73
0.246,0.728
0.25,0.722
0.252,0.716
0.254,0.712
0.256,0.706
0.258,0.702
0.26,0.692
0.262,0.686
0.264,0.68
0.266,0.67
0.268,0.664
0.27,0.662
0.272,0.652
0.316,0.642
0.32,0.638
0.322,0.63
0.352,0.604
0.354,0.602
0.356,0.596
0.358,0.586
0.36,0.582
0.362,0.576
0.364,0.572
0.366,0.548
0.368,0.546
0.37,0.542
0.372,0.542
0.374,0.53
0.426,0.526
0.428,0.522
0.43,0.518
0.432,0.51
0.444,0.506
0.446,0.502
0.45,0.498
0.452,0.496
0.454,0.486
0.456,0.482
0.458,0.474
0.46,0.456
0.462,0.44
0.464,0.432
0.466,0.428
0.468,0.406
0.47,0.394
0.472,0.394
0.474,0.33
0.552,0.33
0.554,0.328
0.556,0.318
0.558,0.238
0.56,0.238
0.64,0.238
0.642,0.238
0.644,0.232
0.646,0.232
0.648,0.186
0.649,0.0
1.0,0.0
