x_val,nn
0.0,1.0
0.006329113924050633,0.9936708860759493
0.012658227848101266,0.9810126582278481
0.02531645569620253,0.9746835443037974
0.03164556962025317,0.9683544303797469
0.0379746835443038,0.9556962025316456
0.04430379746835443,0.9430379746835443
0.05063291139240506,0.9367088607594937
0.08227848101265822,0.9177215189873418
0.10759493670886076,0.8924050632911392
0.11392405063291139,0.8860759493670886
0.12658227848101267,0.8734177215189873
0.13291139240506328,0.7974683544303798
0.2848101265822785,0.7151898734177216
0.2911392405063291,0.6455696202531646
0.4240506329113924,0.5759493670886076
0.43037974683544306,0.4936708860759494
0.5126582278481012,0.3987341772151899
0.5189873417721519,0.33544303797468356
0.6012658227848101,0.310126582278481
0.6075949367088608,0.2848101265822785
0.6139240506329114,0.2721518987341772
0.620253164556962,0.25949367088607594
0.6265822784810127,0.11392405063291139
0.6275822784810127,0.0
1.0,0.0
