x_val,nn
0.0,1.0
0.005,0.995
0.01,0.99
0.015,0.985
0.02,0.98
0.025,0.975
0.03,0.965
0.04,0.96
0.045,0.955
0.05,0.945
0.055,0.94
0.06,0.925
0.065,0.92
0.07,0.915
0.075,0.91
0.08,0.905
0.085,0.895
0.09,0.89
0.115,0.88
0.12,0.855
0.135,0.85
0.14,0.845
0.145,0.835
0.15,0.83
0.155,0.825
0.16,0.82
0.165,0.81
0.17,0.805
0.175,0.8
0.18,0.795
0.185,0.78
0.21,0.77
0.215,0.76
0.225,0.755
0.23,0.75
0.235,0.74
0.24,0.73
0.245,0.725
0.25,0.715
0.255,0.71
0.26,0.705
0.265,0.7
0.27,0.685
0.275,0.68
0.28,0.67
0.285,0.645
0.29,0.635
0.295,0.63
0.3,0.625
0.305,0.625
0.31,0.62
0.315,0.61
0.32,0.605
0.325,0.605
0.33,0.6
0.335,0.595
0.34,0.595
0.345,0.585
0.35,0.58
0.355,0.555
0.36,0.555
0.365,0.535
0.37,0.525
0.375,0.525
0.38,0.525
0.385,0.5
0.39,0.5
0.395,0.495
0.4,0.455
0.405,0.45
0.5,0.45
0.505,0.41
0.51,0.41
0.65,0.3
0.655,0.295
0.66,0.24
0.665,0.23
0.68,0.195
0.681,0.0
1.0,0.0
