Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.79,0.81,0.8,0.78,0.78,0.79,0.8,0.75,0.8,0.65,0.79,0.69
0.73,0.69,0.76,0.76,0.79,0.71,0.76,0.72,0.99,0.84,0.71,0.74
0.98,0.79,0.77,0.58,0.74,0.76,0.79,0.74,0.78,0.65,0.77,0.75
0.75,0.83,0.8,0.7,0.78,0.7,0.68,0.79,0.68,0.8,0.79,0.79
0.99,0.74,0.77,0.65,0.74,1.0,0.76,0.76,1.0,0.75,0.8,0.78
0.77,0.74,0.8,0.77,0.79,0.78,0.75,0.8,0.71,0.69,0.76,0.78
0.99,0.69,0.85,0.75,0.8,0.63,0.8,0.72,0.72,0.8,0.77,0.84
0.71,0.79,0.8,0.56,0.77,0.73,0.79,0.79,0.75,0.79,0.79,0.82
0.8,0.79,0.8,0.65,0.78,0.79,0.66,0.8,0.76,0.8,0.78,0.8
0.77,0.75,0.79,0.7,0.74,0.73,0.75,0.79,0.7,0.69,0.8,0.81
