Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.24229,0.49999999999999994,0.42485999999999996,0.3425,0.48340999999999995,0.44762,0.5,0.4896,0.37728999999999996,0.36184999999999995,0.24229,0.49999999999999994,0.49999999999999994,0.42969999999999997,0.4427
