Method,Mean,Std
Baseline,0.2423,0.0000
RCP,0.5000,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.3425,0.0000
Random+RL,0.4834,0.0000
GA+RL,0.4476,0.0000
Onion+Ra,0.5000,0.0000
Onion+RL,0.4896,0.0000
SOLO+Ra,0.3773,0.0000
SOLO+RL,0.3618,0.0000
ROMEN+Ra,0.2423,0.0000
ROMEN+RL,0.5000,0.0000
BimodalRL,0.5000,0.0000
UNITY+Ra,0.4297,0.0000
UNITY+RL,0.4427,0.0000
