Method,Mean,Std
Baseline,0.7480,0.0271
RCP,0.8160,0.0967
Bi-level,0.8720,0.0891
Bimodal+Random,0.7600,0.1327
Random+RL,0.8080,0.1093
GA+RL,0.8040,0.1038
Onion+Ra,0.7760,0.0852
Onion+RL,0.8240,0.0697
SOLO+Ra,0.7440,0.1399
SOLO+RL,0.8200,0.0988
ROMEN+Ra,0.8200,0.0829
ROMEN+RL,0.7920,0.1163
BimodalRL,0.7760,0.0585
