Method,Mean,Std
Baseline,0.2343,0.0000
RCP,0.3505,0.0000
Bi-level,0.3641,0.0000
Bimodal+Random,0.3421,0.0000
Random+RL,0.3897,0.0000
GA+RL,0.3205,0.0000
Onion+Ra,0.3728,0.0000
Onion+RL,0.3584,0.0000
SOLO+Ra,0.3862,0.0000
SOLO+RL,0.2391,0.0000
ROMEN+Ra,0.2272,0.0000
ROMEN+RL,0.3018,0.0000
