Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.48,1.0,0.72,0.76,0.52,0.48,0.7,0.98,0.48,0.38,0.48,0.98,0.98,0.7,1.0
