Method,Mean,Std
Baseline,0.3218,0.0000
RCP,0.4994,0.0000
Bi-level,0.4357,0.0000
Bimodal+Random,0.4493,0.0000
Random+RL,0.3736,0.0000
GA+RL,0.3578,0.0000
Onion+Ra,0.4522,0.0000
Onion+RL,0.4962,0.0000
SOLO+Ra,0.3395,0.0000
SOLO+RL,0.3035,0.0000
ROMEN+Ra,0.3259,0.0000
ROMEN+RL,0.4710,0.0000
BimodalRL,0.4710,0.0000
UNITY+Ra,0.4413,0.0000
UNITY+RL,0.4580,0.0000
