Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.32180999999999993,0.4994,0.43568,0.44928,0.37361,0.35781,0.45221,0.49621000000000004,0.33947000000000005,0.3034899999999999,0.32588999999999996,0.47100999999999993,0.47100999999999993,0.44127000000000005,0.4580000000000001
