Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.4,0.44,0.88,0.44,0.3,0.7,0.78,0.78,0.88,0.44,0.34,0.98,0.98,0.56
