Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.29926,0.2848800000000001,0.42485999999999996,0.3089,0.24662,0.44848,0.47347,0.47347,0.43606,0.33507000000000003,0.23425,0.47221,0.47221,0.3793000000000001
