x_val,nn
0.0,1.0
0.006711409395973154,0.9932885906040269
0.013422818791946308,0.9865771812080537
0.020134228187919462,0.9798657718120806
0.026845637583892617,0.9731543624161074
0.03355704697986577,0.9664429530201343
0.040268456375838924,0.9530201342281879
0.04697986577181208,0.9261744966442953
0.087248322147651,0.912751677852349
0.09395973154362416,0.9060402684563759
0.10067114093959731,0.8926174496644296
0.10738255033557047,0.8523489932885906
0.11409395973154363,0.8456375838926175
0.12080536912751678,0.8389261744966443
0.12751677852348994,0.825503355704698
0.1342281879194631,0.8053691275167785
0.14093959731543623,0.7986577181208053
0.1476510067114094,0.785234899328859
0.15436241610738255,0.7785234899328859
0.1610738255033557,0.7718120805369127
0.16778523489932887,0.7516778523489933
0.174496644295302,0.7449664429530202
0.18120805369127516,0.6778523489932886
0.18791946308724833,0.6778523489932886
0.19463087248322147,0.6510067114093959
0.20134228187919462,0.6442953020134228
0.35570469798657717,0.6442953020134228
0.3624161073825503,0.6375838926174496
0.3691275167785235,0.5973154362416108
0.37583892617449666,0.3288590604026846
0.3825503355704698,0.3221476510067114
0.38926174496644295,0.31543624161073824
0.3959731543624161,0.26174496644295303
0.40268456375838924,0.26174496644295303
0.40939597315436244,0.26174496644295303
0.4161073825503356,0.26174496644295303
0.4899328859060403,0.26174496644295303
0.4966442953020134,0.2550335570469799
0.5033557046979866,0.2550335570469799
0.5100671140939598,0.24161073825503357
0.5167785234899329,0.2080536912751678
0.5234899328859061,0.2080536912751678
0.5302013422818792,0.20134228187919462
0.5369127516778524,0.16778523489932887
0.5379127516778524,0.0
1.0,0.0
