Method,Mean,Std
Baseline,0.2509,0.0000
RCP,0.2649,0.0000
Bi-level,0.4049,0.0000
Bimodal+Random,0.4130,0.0000
Random+RL,0.3675,0.0000
GA+RL,0.3888,0.0000
Onion+Ra,0.2927,0.0000
Onion+RL,0.2719,0.0000
SOLO+Ra,0.3589,0.0000
SOLO+RL,0.3616,0.0000
ROMEN+Ra,0.2291,0.0000
ROMEN+RL,0.2418,0.0000
