Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.16836040274203523,0.44430457441835036,0.8724095060084219,0.34171235211981177,0.13301827480081468,,0.16836040274203523,,0.44430457441835036,0.13301827480081468,
