x_val,y_val
0.0,5.048148261176215
0.01,4.298148261176215
0.02,3.712963189019097
0.03,3.114814927842882
0.04,2.580740695529514
0.05,2.105740695529514
0.06,2.071535603383954
0.07,1.5730337078651686
0.08,1.1198502444149403
0.1,1.1174329560378502
0.11,1.0652270649754725
0.14,1.0659782685429218
0.16,1.0611405549225983
0.17,1.014613151550293
0.19,0.618716082995451
0.2,0.3783272229708158
0.21,0.378911575713715
0.22,0.37951128106368215
0.23,0.37003176371256513
0.25,0.3657860429319617
0.99,0.0
1.0,0.0
1.0,0.0
