x_val,y_val
0.0,5.039815266927083
0.01,4.318518744574653
0.02,3.7370371500651043
0.03,3.1374077690972224
0.04,2.602777777777778
0.05,2.128148227267795
0.06,2.100374714712079
0.07,1.6033709236745084
0.08,1.1580525087506583
0.1,1.1432950250033675
0.11,1.1424418604651163
0.14,1.1357429228633282
0.16,1.1337448873637634
0.17,1.0827083587646484
0.19,0.7066606932048556
0.21,0.6970934186662946
0.22,0.6836779745001542
0.23,0.685015869140625
0.24,0.6736218220478779
0.26,0.6702435811360677
0.27,0.2874559031592475
0.28,0.26122289308359925
0.3,0.2514032833818076
0.32,0.25233949120364974
0.33,0.14781304561730588
0.65,0.18053645700704526
0.71,0.19837146980004122
0.95,0.5833333333333333
0.96,0.0
1.0,0.0
