x_val,y_val
0.0,2.3025850929940455
0.01,2.1972245773362196
0.02,2.1972245773362196
0.03,2.1972245773362196
0.04,2.1972245773362196
0.05,2.1972245773362196
0.06,2.1972245773362196
0.07,2.0794415416798357
0.08,1.945910149055313
0.09,1.945910149055313
0.1,1.945910149055313
0.11,1.7917594692280547
0.12,1.6094379124341005
0.13,1.6094379124341005
0.14,1.6094379124341005
0.15,1.3862943611198906
0.16,1.0986122886681096
0.17,0.6931471805599453
0.2,0.6931471805599453
0.21,0.6931471805599453
0.22,0.6931471805599453
0.23,-0.0
0.25,-0.0
0.26,-0.0
0.27,-0.0
0.28,-0.0
0.29,-0.0
0.31,-0.0
0.32,-0.0
0.34,-0.0
0.35,-0.0
0.36,-0.0
0.37,-0.0
0.38,-0.0
0.39,-0.0
0.4,-0.0
0.41,-0.0
0.42,-0.0
0.44,-0.0
0.45,-0.0
0.46,-0.0
0.47,-0.0
0.48,-0.0
0.5,-0.0
0.51,-0.0
0.56,-0.0
0.57,-0.0
0.58,-0.0
0.64,-0.0
0.65,-0.0
0.67,-0.0
0.75,-0.0
0.77,-0.0
0.85,-0.0
0.86,0.0
1.0,0.0
