x_val,y_val
0.0,1.0
0.03,0.97
0.04,0.96
0.05,0.95
0.06,0.94
0.07,0.93
0.09,0.91
0.11,0.89
0.12,0.88
0.14,0.86
0.16,0.84
0.17,0.83
0.19,0.81
0.2,0.8
0.22,0.78
0.24,0.76
0.26,0.74
0.27,0.73
0.29,0.71
0.33,0.67
0.34,0.66
0.35,0.65
0.4,0.6
0.42,0.58
0.46,0.54
0.48,0.52
0.52,0.48
0.54,0.46
0.58,0.25
0.59,0.24
0.6,0.23
0.7,0.13
0.71,0.0
1.0,0.0
