x_val,nn
0.0,1.0
0.0457516339869281,0.9411764705882353
0.0718954248366013,0.9150326797385621
0.0784313725490196,0.8954248366013072
0.08496732026143791,0.8823529411764706
0.0915032679738562,0.869281045751634
0.09803921568627451,0.8562091503267973
0.10457516339869281,0.8366013071895425
0.1111111111111111,0.8235294117647058
0.11764705882352941,0.803921568627451
0.12418300653594772,0.7908496732026143
0.13071895424836602,0.7712418300653595
0.13725490196078433,0.7516339869281046
0.1437908496732026,0.7254901960784313
0.1503267973856209,0.7058823529411765
0.1568627450980392,0.6928104575163399
0.16339869281045752,0.6601307189542484
0.16993464052287582,0.6339869281045751
0.17647058823529413,0.6078431372549019
0.1830065359477124,0.5816993464052288
0.1895424836601307,0.5620915032679739
0.19607843137254902,0.5620915032679739
0.43137254901960786,0.5032679738562091
0.48366013071895425,0.5032679738562091
0.5098039215686274,0.477124183006536
0.5163398692810458,0.45098039215686275
0.5228758169934641,0.43137254901960786
0.5555555555555556,0.43137254901960786
0.5620915032679739,0.40522875816993464
0.5686274509803921,0.38562091503267976
0.5751633986928104,0.37254901960784315
0.5816993464052288,0.35294117647058826
0.673202614379085,0.27450980392156865
0.6797385620915033,0.2222222222222222
0.7124183006535948,0.19607843137254902
0.7134183006535948,0.0
1.0,0.0
