Method,Mean,Std
Baseline,0.4657,0.0179
RCP,0.4691,0.0094
Bi-level,0.4695,0.0075
Bimodal+Random,0.4580,0.0173
Random+RL,0.4652,0.0119
GA+RL,0.4646,0.0157
Onion+Ra,0.4539,0.0171
Onion+RL,0.4583,0.0192
SOLO+Ra,0.4582,0.0151
SOLO+RL,0.4610,0.0142
ROMEN+Ra,0.4607,0.0178
ROMEN+RL,0.4685,0.0136
