Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.28,1.0,0.88,0.58,0.98,0.44,1.0,0.72,0.6,0.64,0.28,0.26,0.26,0.78
