Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.20545000000000002,0.49920000000000003,0.42485999999999996,0.36749999999999994,0.48020999999999997,0.33721,0.48960000000000004,0.4581,0.40747,0.42383000000000004,0.20650000000000002,0.21821,0.21821,0.4594399999999999
