Method,Mean,Std
Baseline,0.2055,0.0000
RCP,0.4992,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.3675,0.0000
Random+RL,0.4802,0.0000
GA+RL,0.3372,0.0000
Onion+Ra,0.4896,0.0000
Onion+RL,0.4581,0.0000
SOLO+Ra,0.4075,0.0000
SOLO+RL,0.4238,0.0000
ROMEN+Ra,0.2065,0.0000
ROMEN+RL,0.2182,0.0000
BimodalRL,0.2182,0.0000
UNITY,0.4594,0.0000
