Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.4129,0.41464999999999996,0.47084,0.48081999999999997,0.4608999999999999,0.5,0.38466,0.41889999999999994,0.48541000000000006,0.48919999999999997,0.46499999999999997,0.46348,0.43884,0.49920000000000003,0.4313
