Method,Mean,Std
Baseline,0.6400,0.0000
RCP,0.6600,0.0000
Bi-level,0.9200,0.0000
Bimodal+Random,0.9600,0.0000
Random+RL,0.7600,0.0000
GA+RL,1.0000,0.0000
Onion+Ra,0.6000,0.0000
Onion+RL,0.7000,0.0000
SOLO+Ra,0.9600,0.0000
SOLO+RL,1.0000,0.0000
ROMEN+Ra,1.0000,0.0000
ROMEN+RL,0.7400,0.0000
BimodalRL,0.7000,0.0000
UNITY+Ra,1.0000,0.0000
UNITY+RL,0.6600,0.0000
