Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.64,0.66,0.92,0.96,0.76,1.0,0.6,0.7,0.96,1.0,1.0,0.74,0.7,1.0,0.66
