Method,Mean,Std
Baseline,0.4129,0.0000
RCP,0.4146,0.0000
Bi-level,0.4708,0.0000
Bimodal+Random,0.4808,0.0000
Random+RL,0.4609,0.0000
GA+RL,0.5000,0.0000
Onion+Ra,0.3847,0.0000
Onion+RL,0.4189,0.0000
SOLO+Ra,0.4854,0.0000
SOLO+RL,0.4892,0.0000
ROMEN+Ra,0.4650,0.0000
ROMEN+RL,0.4635,0.0000
BimodalRL,0.4388,0.0000
UNITY+Ra,0.4992,0.0000
UNITY+RL,0.4313,0.0000
