Method,Mean,Std
Baseline,0.5900,0.0000
RCP,1.0000,0.0000
Bi-level,0.5400,0.0000
GA+RL,0.5600,0.0000
Onion+Ra,0.7600,0.0000
Onion+RL,0.8200,0.0000
ROMEN+Ra,0.5300,0.0000
ROMEN+RL,0.9900,0.0000
BimodalRL,0.9900,0.0000
UNITY+Ra,0.5800,0.0000
UNITY+RL,0.6100,0.0000
