Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.39785,0.4859,0.3751,0.3909,0.46220000000000006,0.47585000000000005,0.3417,0.47685,0.47685,0.39410000000000006,0.4086000000000001
