Method,Mean,Std
Baseline,0.3200,0.0000
RCP,1.0000,0.0000
Bi-level,0.8800,0.0000
Bimodal+Random,0.7000,0.0000
Random+RL,0.9800,0.0000
GA+RL,1.0000,0.0000
Onion+Ra,1.0000,0.0000
Onion+RL,0.7400,0.0000
SOLO+Ra,0.7800,0.0000
SOLO+RL,0.4600,0.0000
ROMEN+Ra,0.8000,0.0000
ROMEN+RL,0.9600,0.0000
BimodalRL,0.9600,0.0000
UNITY+Ra,0.9800,0.0000
UNITY+RL,0.4000,0.0000
