Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.23129999999999998,0.49,0.42485999999999996,0.40802,0.46820999999999996,0.45520000000000005,0.5,0.4653,0.43987999999999994,0.34582999999999997,0.42468000000000006,0.46322,0.46322,0.45861,0.31381
