Method,Mean,Std
Baseline,0.2313,0.0000
RCP,0.4900,0.0000
Bi-level,0.4249,0.0000
Bimodal+Random,0.4080,0.0000
Random+RL,0.4682,0.0000
GA+RL,0.4552,0.0000
Onion+Ra,0.5000,0.0000
Onion+RL,0.4653,0.0000
SOLO+Ra,0.4399,0.0000
SOLO+RL,0.3458,0.0000
ROMEN+Ra,0.4247,0.0000
ROMEN+RL,0.4632,0.0000
BimodalRL,0.4632,0.0000
UNITY+Ra,0.4586,0.0000
UNITY+RL,0.3138,0.0000
