Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.32,1.0,0.88,0.7,0.98,1.0,1.0,0.74,0.78,0.46,0.8,0.96,0.96,0.98,0.4
