Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL
0.74,1.0,0.8,0.74,0.7,0.76,0.7,0.78,1.0,0.74,0.76,1.0
0.74,0.78,0.72,0.8,0.78,0.82,0.66,0.92,0.7,0.74,0.7,1.0
0.8,0.78,0.76,0.7,0.8,0.68,0.96,0.58,1.0,0.72,0.96,1.0
0.8,0.74,1.0,0.72,0.74,0.8,0.74,0.72,0.96,0.7,0.8,0.74
0.66,1.0,0.68,0.8,0.78,0.42,0.76,0.68,0.76,0.76,0.8,0.8
0.74,0.74,0.78,0.96,0.7,0.76,1.0,0.8,0.9,1.0,0.98,0.8
0.72,1.0,0.82,0.76,0.8,0.76,0.8,0.74,0.86,0.7,1.0,0.68
0.76,0.82,0.8,1.0,0.74,0.76,0.7,1.0,1.0,0.78,0.6,0.78
0.98,1.0,0.94,0.76,0.76,0.66,0.38,0.74,0.8,0.78,1.0,0.72
0.76,0.76,0.8,0.8,0.76,0.7,0.96,0.8,0.98,0.64,1.0,0.62
0.76,1.0,0.98,0.78,0.94,0.76,0.7,0.76,0.62,0.62,0.74,0.76
0.5,0.78,0.98,0.72,0.7,1.0,0.56,0.78,1.0,0.68,0.96,0.8
0.76,0.78,0.76,0.72,0.72,0.7,0.98,0.72,0.78,0.78,1.0,1.0
0.8,0.76,0.74,0.98,0.58,0.72,0.58,0.74,0.66,1.0,0.74,0.7
0.7,0.76,0.8,0.66,0.62,0.68,1.0,0.7,0.76,0.8,0.78,0.76
0.7,0.76,0.8,0.62,0.66,0.8,1.0,0.78,0.72,0.8,1.0,0.68
0.78,0.78,0.8,1.0,1.0,0.9,0.8,0.76,1.0,0.62,1.0,0.8
0.72,0.7,0.8,0.8,0.78,0.8,0.68,0.74,0.6,0.74,0.68,0.76
0.76,0.8,0.76,0.98,0.8,0.7,0.56,1.0,0.8,0.66,0.74,0.7
1.0,0.66,0.76,0.68,0.78,0.78,0.74,0.8,0.56,0.74,1.0,0.82
0.74,1.0,1.0,0.46,0.78,0.74,0.68,0.8,0.64,0.82,0.64,1.0
0.68,0.68,0.8,0.68,0.7,0.74,0.76,0.8,0.7,0.62,0.74,0.8
0.8,0.66,0.64,1.0,0.76,0.74,0.74,1.0,0.74,1.0,0.66,0.74
0.78,0.76,0.74,0.98,0.78,0.72,0.62,1.0,0.68,0.72,0.74,0.7
0.8,1.0,0.76,0.7,0.72,0.74,0.72,0.72,0.52,0.76,0.74,0.78
0.74,1.0,0.9,0.78,0.68,0.78,0.72,0.88,0.78,0.7,0.74,0.7
0.76,0.8,0.72,0.8,0.76,1.0,0.68,0.76,0.66,0.78,0.5,1.0
0.8,0.8,0.82,0.7,0.68,0.84,0.98,1.0,0.78,0.68,0.76,1.0
0.8,0.66,0.64,1.0,0.74,0.78,0.68,0.98,0.74,1.0,0.66,0.74
1.0,0.8,0.8,0.76,0.76,0.8,0.48,0.76,0.66,0.64,0.8,0.72
0.7,0.8,0.8,0.78,0.76,0.7,1.0,0.62,0.62,0.76,0.78,1.0
0.72,0.68,0.78,0.6,0.82,0.74,0.74,1.0,0.74,0.66,0.76,0.8
0.6,0.84,0.98,0.52,0.78,0.74,0.7,0.72,0.74,0.8,0.92,0.72
0.72,0.7,0.8,0.8,0.8,0.62,1.0,0.76,0.6,0.74,0.68,0.76
1.0,0.66,0.76,0.68,0.68,0.56,0.72,0.84,0.78,0.7,1.0,0.82
0.72,1.0,0.82,0.76,1.0,0.74,0.8,0.74,0.78,1.0,1.0,0.68
0.78,0.74,1.0,0.8,0.74,0.78,0.74,0.64,1.0,0.74,0.72,0.72
0.72,0.82,0.98,0.64,0.96,0.76,0.92,0.74,0.72,0.74,0.68,0.78
0.52,0.84,0.98,0.76,0.68,1.0,0.78,0.78,0.56,1.0,0.72,0.8
0.7,0.76,0.8,0.62,0.72,0.76,1.0,0.78,0.72,0.8,1.0,0.68
0.74,0.8,0.8,1.0,0.92,0.8,0.78,1.0,0.62,0.98,1.0,0.82
0.6,0.76,1.0,0.76,0.8,0.7,0.58,0.98,0.76,0.78,0.98,0.6
0.66,0.66,0.8,0.7,0.74,0.68,1.0,0.64,0.46,1.0,0.74,0.92
0.78,0.66,0.92,0.64,0.74,0.66,0.72,1.0,0.8,1.0,0.72,0.74
0.8,0.74,0.64,0.74,0.68,0.72,0.82,0.86,0.72,0.7,0.72,0.74
0.78,0.76,1.0,0.82,0.78,0.76,0.94,0.66,0.72,0.8,0.7,0.7
0.8,0.58,0.76,0.74,1.0,1.0,0.78,0.6,1.0,0.58,0.76,0.76
0.76,0.78,0.74,0.68,0.78,0.86,0.98,1.0,0.76,0.76,1.0,0.74
1.0,1.0,0.58,1.0,0.74,0.92,0.76,0.8,1.0,0.78,1.0,0.98
0.76,0.78,1.0,1.0,0.9,0.78,0.78,0.7,0.7,0.76,0.5,1.0
