Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.4625,0.48107000000000005,0.47689,0.43449,0.4938,0.4445,0.47328000000000003,0.4257,0.45630000000000004,0.4688800000000001,0.46270000000000006,0.4661,0.46267,0.47330000000000005
