Method,Mean,Std
Baseline,0.4625,0.0000
RCP,0.4811,0.0000
Bi-level,0.4769,0.0000
Bimodal+Random,0.4345,0.0000
Random+RL,0.4938,0.0000
GA+RL,0.4445,0.0000
Onion+Ra,0.4733,0.0000
Onion+RL,0.4257,0.0000
SOLO+Ra,0.4563,0.0000
SOLO+RL,0.4689,0.0000
ROMEN+Ra,0.4627,0.0000
ROMEN+RL,0.4661,0.0000
BimodalRL,0.4627,0.0000
UNITY,0.4733,0.0000
