Baseline,RCP,Bi-level,Bimodal+Random,Random+RL,GA+RL,Onion+Ra,Onion+RL,SOLO+Ra,SOLO+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY
0.76,0.86,0.82,0.7,1.0,0.68,0.84,0.72,0.72,0.8,0.74,0.76,0.78,0.78
