Method,Mean,Std
Baseline,0.3245,0.0000
RCP,0.2740,0.0000
Bi-level,0.4061,0.0000
Bimodal+Random,0.4012,0.0000
Random+RL,0.3702,0.0000
GA+RL,0.3114,0.0000
Onion+Ra,0.3204,0.0000
Onion+RL,0.2862,0.0000
SOLO+Ra,0.3561,0.0000
SOLO+RL,0.2664,0.0000
ROMEN+Ra,0.2951,0.0000
ROMEN+RL,0.2192,0.0000
