Baseline,RCP,Bi-level,GA+RL,Onion+Ra,Onion+RL,ROMEN+Ra,ROMEN+RL,BimodalRL,UNITY+Ra,UNITY+RL
0.12,0.23,0.55,0.5700000000000001,0.09,,0.12,,0.11,0.09,
